"","edo_dto","cand.morena","alianza.prianrd","PAN.solo","PRI.solo","PRD.solo","PVEM.solo","PT.solo","MC","PES","RSP","FXM","CI","total.votos","lista.nominal","v.validos","alianza.morena","alianza.oposic","prop.morena","gana.morena","gana.prianrd","gana.pan","gana.pri","gana.mc","gana.pvem","alianzas","participacion","postula_reelec","cand.morena18","pan.y.aliados18","pri.y.aliados18","PAN.solo18","PRI.solo18","PRD.solo18","PVEM.solo18","PT.solo18","MC.solo18","NA.solo18","PES.solo18","total.votos18","lista.nominal18","v.validos18","alianza.morena18","alianza.pan18","alianza.pri18","prop.morena18","gana.morena18","gana.pri.y.aliados18","gana.pan.y.aliados18","gana.pri.solo18","gana.pan.solo18","d.morena","gana18","gana21","cambio.morena"
"224","30.18",95547,64458,0,0,0,0,0,9421,8810,8000,9079,0,205131,299378,195315,1,1,0.489194378311958,1,0,0,0,0,0,"Ambas",0.685190628569902,0,84411,62016,0,0,31627,0,4851,0,0,3248,0,196108,283145,186153,1,1,0,0.45344958179562,1,0,0,0,0,0.0357447965163379,"Morena","Morena","Retiene"
"225","30.19",89380,38755,0,0,0,0,0,28956,6116,8177,5477,0,183817,312803,176861,1,1,0.505368622816788,1,0,0,0,0,0,"Ambas",0.587644619776665,1,80650,68597,0,0,14539,0,9909,0,0,5581,0,187978,303659,179276,1,1,0,0.449865012606261,1,0,0,0,0,0.0555036102105276,"Morena","Morena","Retiene"
"226","30.2",82192,81585,0,0,0,0,0,7069,3786,3190,2596,0,187559,257336,180418,1,1,0.455564300679533,1,0,0,0,0,0,"Ambas",0.728848664780676,0,54891,77320,0,0,24793,0,10495,0,0,2274,0,176760,246309,169773,1,1,0,0.323319962538213,0,0,1,0,0,0.13224433814132,"Alianza PAN","Morena","Obtiene"
"227","30.20",96941,50342,0,0,0,3426,3425,11110,6342,7045,7982,0,193758,304779,186613,0,1,0.519476135103128,1,0,0,0,0,0,"Sólo VaXM",0.635732776864548,0,112103,43865,0,0,25665,0,3059,0,0,3465,0,194455,297029,188157,1,1,0,0.595795000983221,1,0,0,0,0,-0.0763188658800936,"Morena","Morena","Retiene"
"228","30.3",73368,43162,0,0,0,0,0,13604,3571,2726,10617,0,151322,259159,147048,1,1,0.498939121919373,1,0,0,0,0,0,"Ambas",0.583896372497193,1,69833,51912,0,0,26868,0,8272,0,0,1997,0,164024,248900,158882,1,1,0,0.439527448043202,1,0,0,0,0,0.0594116738761714,"Morena","Morena","Retiene"
"229","30.4",75857,66572,0,0,0,0,0,4899,1758,1696,1961,0,156127,340227,152743,1,1,0.496631596865323,1,0,0,0,0,0,"Ambas",0.458890681809498,0,81784,78548,0,0,11609,0,8258,0,0,2480,0,188144,321098,182679,1,1,0,0.447692400330635,1,0,0,0,0,0.0489391965346882,"Morena","Morena","Retiene"
"230","30.5",67528,41953,0,0,0,0,0,7055,5500,3593,6423,0,135973,254444,132052,1,1,0.511374307091146,1,0,0,0,0,0,"Ambas",0.534392636493688,1,74208,64047,0,0,15064,0,3352,0,0,2264,0,163368,250521,158935,1,1,0,0.46690785541259,1,0,0,0,0,0.0444664516785559,"Morena","Morena","Retiene"
"231","30.6",68655,63904,0,0,0,13259,6803,19208,5127,4066,3045,0,189296,298662,184067,0,1,0.372989183286521,1,0,0,0,0,0,"Sólo VaXM",0.633813474764115,1,75374,66131,0,0,26163,0,10725,0,0,2854,0,187336,286127,181247,1,1,0,0.415863434980993,1,0,0,0,0,-0.0428742516944721,"Morena","Morena","Retiene"
"232","30.7",61963,46332,0,0,0,11371,8251,12108,8873,9138,5715,0,171689,296007,163751,0,1,0.378397689174417,1,0,0,0,0,0,"Sólo VaXM",0.580016688794522,0,88713,53605,0,0,22696,0,7517,0,0,3479,0,183135,283027,176010,1,1,0,0.504022498721663,1,0,0,0,0,-0.125624809547246,"Morena","Morena","Retiene"
"233","30.8",97242,58256,0,0,0,0,0,27188,5101,8449,16474,0,221284,334411,212710,1,1,0.457157632457336,1,0,0,0,0,0,"Ambas",0.661712682896197,1,86679,77877,0,0,28938,0,7073,0,0,2694,0,211308,315892,203261,1,1,0,0.426441865384899,1,0,0,0,0,0.0307157670724371,"Morena","Morena","Retiene"
"234","30.9",62147,70561,0,0,0,7771,6511,15091,3983,8023,4410,0,186708,290671,178497,0,1,0.34816831655434,0,1,0,0,0,0,"Sólo VaXM",0.642334460610106,1,69757,68751,0,0,33365,0,3173,0,0,1959,0,184162,272503,177005,1,1,0,0.394096211971413,1,0,0,0,0,-0.0459278954170734,"Morena","VaXM","Pierde"
"235","31.1",53694,0,87609,65892,2277,3549,2568,3474,2129,1176,2407,0,229899,300533,224775,0,0,0.238878878878879,0,0,1,0,0,0,"Sin coals.",0.764970901697983,0,56021,66462,96682,0,0,0,0,0,0,0,0,224743,278151,219165,1,1,1,0.255611069285698,0,1,0,0,0,-0.0167321904068191,"Alianza PRI","PAN","Opositor"
"236","31.2",79357,0,57804,49277,8023,0,0,10620,6657,1389,3929,0,223610,318248,217056,1,0,0.365606110865399,1,0,0,0,0,0,"Sólo JHH",0.702628139061361,1,50496,72240,90622,0,0,0,0,0,0,0,0,220513,NA,213358,1,1,1,0.23667263472661,0,1,0,0,0,0.128933476138789,"Alianza PRI","Morena","Obtiene"
"237","31.3",53650,0,55580,45909,1348,1819,1478,3190,1545,698,2043,0,172350,368668,167260,0,0,0.320758101159871,0,0,1,0,0,0,"Sin coals.",0.467493788449228,0,80746,79782,62039,0,0,0,0,0,0,0,0,229179,341019,222567,1,1,1,0.362794124915194,1,0,0,0,0,-0.0420360237553232,"Morena","PAN","Pierde"
"238","31.4",49420,0,96138,33671,1321,1989,1280,4821,1797,671,2549,0,198480,360059,193657,0,0,0.255193460603025,0,0,1,0,0,0,"Sin coals.",0.551242990732075,0,76004,105058,61209,0,0,0,0,0,0,0,0,248757,338827,242271,1,1,1,0.313714806972357,0,0,1,0,0,-0.0585213463693324,"Alianza PAN","PAN","Opositor"
"239","31.5",76779,0,68360,53914,11019,0,0,9722,2948,1385,4404,0,235141,312556,228531,1,0,0.335967549260275,1,0,0,0,0,0,"Sólo JHH",0.752316384903825,0,50717,78979,96751,0,0,0,0,0,0,0,0,232880,NA,226447,1,1,1,0.223968522435713,0,1,0,0,0,0.111999026824562,"Alianza PRI","Morena","Obtiene"
"240","32.1",69222,62247,0,0,0,0,0,3841,5290,992,6414,0,153019,288032,148006,1,1,0.467697255516668,1,0,0,0,0,0,"Ambas",0.531256943672925,0,80485,34454,53033,0,0,0,0,0,0,0,0,174427,277083,167972,1,1,1,0.479157240492463,1,0,0,0,0,-0.0114599849757948,"Morena","Morena","Retiene"
"241","32.2",76233,80012,0,0,0,0,0,7157,5007,1055,4380,0,180218,317403,173844,1,1,0.438513839994478,0,1,0,0,0,0,"Ambas",0.56778921434265,1,60145,58620,67381,0,0,0,0,0,0,0,0,194623,307015,186146,1,1,1,0.323106593748993,0,1,0,0,0,0.115407246245485,"Alianza PRI","VaXM","Opositor"
"242","32.3",81360,67761,0,0,0,0,0,6815,9284,1605,5742,0,180106,301068,172567,1,1,0.47146905259986,1,0,0,0,0,0,"Ambas",0.598223657114007,1,85164,29061,73038,0,0,0,0,0,0,0,0,195467,291084,187263,1,1,1,0.454782845516733,1,0,0,0,0,0.0166862070831266,"Morena","Morena","Retiene"
"243","32.4",62942,65345,0,0,0,4952,17798,6940,4230,2003,8815,0,180280,304537,173025,0,1,0.363774021095217,0,1,0,0,0,0,"Sólo VaXM",0.591980613193142,1,81577,33168,71559,0,0,0,0,0,0,0,0,193857,287277,186304,1,1,1,0.437870362418413,1,0,0,0,0,-0.0740963413231955,"Morena","VaXM","Pierde"
"244","4.1",84232,73447,0,0,0,3072,4450,51026,2015,3189,1529,0,228380,335377,222960,0,1,0.377789738069609,1,0,0,0,0,0,"Sólo VaXM",0.680965003563154,0,97594,47943,84634,0,0,0,0,0,0,0,0,237767,321907,230171,1,1,1,0.424006499515578,1,0,0,0,0,-0.0462167614459686,"Morena","Morena","Retiene"
"245","4.2",88485,63033,0,0,0,2551,3205,28966,1531,1761,821,0,196074,333373,190353,0,1,0.46484688972593,1,0,0,0,0,0,"Sólo VaXM",0.588152009910821,0,107969,37682,58035,0,0,0,0,0,0,0,0,211533,320149,203686,1,1,1,0.53007570476125,1,0,0,0,0,-0.06522881503532,"Morena","Morena","Retiene"
"246","5.1",86783,0,20654,55528,962,0,0,3027,1735,1001,2415,0,175805,334986,172105,1,0,0.504244501902908,1,0,0,0,0,0,"Sólo JHH",0.524812977258751,0,46726,74533,59042,0,0,0,0,0,0,0,0,184632,316626,180301,1,1,1,0.259155523263875,0,0,1,0,0,0.245088978639033,"Alianza PAN","Morena","Obtiene"
"247","5.2",86991,0,18404,75847,1930,0,0,3234,1904,879,3158,0,196685,314549,192347,1,0,0.452260757901085,1,0,0,0,0,0,"Sólo JHH",0.625292084858003,1,72368,47721,67446,0,0,0,0,0,0,0,0,192812,299448,187535,1,1,1,0.385890633748367,1,0,0,0,0,0.066370124152718,"Morena","Morena","Retiene"
"248","5.3",55971,0,53858,60769,1004,0,0,5193,1069,550,8588,0,190464,323421,187002,1,0,0.299306959283858,0,0,0,1,0,0,"Sólo JHH",0.588904245549918,1,72399,61061,60286,0,0,0,0,0,0,0,0,199468,313766,193746,1,1,1,0.373679972747824,1,0,0,0,0,-0.0743730134639666,"Morena","PRI","Pierde"
"249","5.4",62203,0,20459,90787,1340,0,0,3903,1286,505,1449,0,185949,339754,181932,1,0,0.341902469054372,0,0,0,1,0,0,"Sólo JHH",0.547304814660019,0,61758,60753,71576,0,0,0,0,0,0,0,0,199379,316909,194087,1,1,1,0.318197509364357,0,1,0,0,0,0.0237049596900147,"Alianza PRI","PRI","Opositor"
"250","5.5",64472,0,43303,74205,1038,0,0,1695,611,635,1438,0,190564,302880,187397,1,0,0.34403965911941,0,0,0,1,0,0,"Sólo JHH",0.629173269941891,0,67691,76697,60505,0,0,0,0,0,0,0,0,208512,302651,204893,1,1,1,0.330372438297062,0,0,1,0,0,0.0136672208223472,"Alianza PAN","PRI","Opositor"
"251","5.6",71729,0,21310,79712,2435,0,0,2082,995,691,5409,0,188144,314629,184363,1,0,0.389063966197122,0,0,0,1,0,0,"Sólo JHH",0.597986835288546,0,79693,40235,64441,0,0,0,0,0,0,0,0,187471,290378,184369,1,1,1,0.432247286691364,1,0,0,0,0,-0.0431833204942416,"Morena","PRI","Pierde"
"252","5.7",60421,0,12681,79397,6213,3362,1913,4363,1412,768,4851,0,180237,331841,175381,0,0,0.344512803553407,0,0,0,1,0,0,"Sin coals.",0.543142649642449,0,69543,42533,74777,0,0,0,0,0,0,0,0,192704,314320,186853,1,1,1,0.372180270051859,0,1,0,0,0,-0.0276674664984524,"Alianza PRI","PRI","Opositor"
"253","6.1",45758,49660,0,0,0,20160,3931,28765,3610,1699,4515,0,162844,292619,158098,0,1,0.289428076256499,0,1,0,0,0,0,"Sólo VaXM",0.556505216681077,0,67207,52500,55826,0,0,0,0,0,0,0,0,181720,277346,175533,1,1,1,0.382873875567557,1,0,0,0,0,-0.093445799311058,"Morena","VaXM","Pierde"
"254","6.2",45746,30074,0,0,0,30126,3342,9584,5557,1439,5022,0,134852,263700,130890,0,1,0.349499579799832,1,0,0,0,0,0,"Sólo VaXM",0.511384148653773,1,81716,25740,40104,0,0,0,0,0,0,0,0,153211,253374,147560,1,1,1,0.553781512605042,1,0,0,0,0,-0.20428193280521,"Morena","Morena","Retiene"
"255","7.1",138808,14559,0,0,0,0,0,4214,9637,13149,2361,0,196433,264887,182728,1,1,0.759642747690557,1,0,0,0,0,0,"Ambas",0.741572821618275,1,92712,13313,54860,0,0,0,0,0,0,0,0,179502,NA,160885,1,1,1,0.576262547782578,1,0,0,0,0,0.183380199907979,"Morena","Morena","Retiene"
"256","7.10",120978,18888,0,0,0,0,0,4600,15211,3465,2201,0,176337,294529,165343,1,1,0.731678994574914,1,0,0,0,0,0,"Ambas",0.598708446366911,0,81994,9853,80154,0,0,0,0,0,0,0,0,191154,NA,172001,1,1,1,0.476706530775984,1,0,0,0,0,0.25497246379893,"Morena","Morena","Retiene"
"257","7.11",89151,14969,0,0,0,0,0,2340,26254,2496,1731,0,150769,213227,136941,1,1,0.651017591517515,1,0,0,0,0,0,"Ambas",0.707082123746055,1,46853,28635,69172,0,0,0,0,0,0,0,0,162199,NA,144660,1,1,1,0.323883589105489,0,1,0,0,0,0.327134002412026,"Alianza PRI","Morena","Obtiene"
"258","7.12",70041,29798,0,0,0,20835,10974,3950,8758,4775,1884,0,158579,303775,151015,0,1,0.463801609111678,1,0,0,0,0,0,"Sólo VaXM",0.522027816640606,1,122521,19763,36994,0,0,0,0,0,0,0,0,189896,293222,179278,1,1,1,0.683413469583552,1,0,0,0,0,-0.219611860471874,"Morena","Morena","Retiene"
"259","7.13",102458,22563,0,0,0,0,0,3036,15494,8599,1447,0,165002,264527,153597,1,1,0.66705729929621,1,0,0,0,0,0,"Ambas",0.623762413666658,0,81522,19760,58883,0,0,0,0,0,0,0,0,177398,NA,160165,1,1,1,0.508987606530765,1,0,0,0,0,0.158069692765445,"Morena","Morena","Retiene"
"260","7.2",90377,64117,0,0,0,0,0,2702,14607,2773,4288,0,194517,272398,178864,1,1,0.505283343769568,1,0,0,0,0,0,"Ambas",0.714091146043657,0,60679,20332,78884,0,0,0,0,0,0,0,0,176782,NA,159895,1,1,1,0.379492792144845,0,1,0,0,0,0.125790551624723,"Alianza PRI","Morena","Obtiene"
"261","7.3",74083,5164,0,0,0,60315,21170,2921,4040,4675,1336,0,181939,259872,173704,0,1,0.4264898908488,1,0,0,0,0,0,"Sólo VaXM",0.70011005418052,1,70356,10517,63422,0,0,0,0,0,0,0,0,156673,235285,144295,1,1,1,0.487584462386084,1,0,0,0,0,-0.0610945715372838,"Morena","Morena","Retiene"
"262","7.4",72112,37541,0,0,0,37628,11283,5397,10728,6440,2493,0,195572,279029,183622,0,1,0.392719826600298,1,0,0,0,0,0,"Sólo VaXM",0.700902056775461,0,96155,20223,57296,0,0,0,0,0,0,0,0,189920,NA,173674,1,1,1,0.553652245010767,1,0,0,0,0,-0.160932418410469,"Morena","Morena","Retiene"
"263","7.5",65830,72131,0,0,0,0,0,5871,10085,6249,2991,0,177117,296936,163157,1,1,0.403476406160937,0,1,0,0,0,0,"Ambas",0.596482070210416,1,103223,17082,64433,0,0,0,0,0,0,0,0,198838,276588,184738,1,1,1,0.558753477898429,1,0,0,0,0,-0.155277071737492,"Morena","VaXM","Pierde"
"264","7.6",112255,30665,0,0,0,0,0,9962,6207,4802,4212,0,178673,327399,168103,1,1,0.667775114066971,1,0,0,0,0,0,"Ambas",0.545734715133522,0,123183,28028,37482,0,0,0,0,0,0,0,0,203159,308774,188693,1,1,1,0.652822309253655,1,0,0,0,0,0.0149528048133155,"Morena","Morena","Retiene"
"265","7.7",110741,21806,0,0,0,0,0,3716,12695,11198,3065,0,170399,291793,163221,1,1,0.678472745541321,1,0,0,0,0,0,"Ambas",0.583972199470172,0,95287,15037,59076,0,0,0,0,0,0,0,0,181417,NA,169400,1,1,1,0.562497048406139,1,0,0,0,0,0.115975697135182,"Morena","Morena","Retiene"
"266","7.8",104302,28734,0,0,0,0,0,5127,6544,3763,2760,0,162085,271504,151230,1,1,0.68969119883621,1,0,0,0,0,0,"Ambas",0.596989362955979,0,94677,15432,74527,0,0,0,0,0,0,0,0,204767,NA,184636,1,1,1,0.512776489958621,1,0,0,0,0,0.176914708877589,"Morena","Morena","Retiene"
"267","7.9",66911,35520,0,0,0,0,0,14612,4573,6542,2404,0,137393,319920,130562,1,1,0.512484490127296,1,0,0,0,0,0,"Ambas",0.429460490122531,1,140689,23042,20852,0,0,0,0,0,0,0,0,195258,313545,184583,1,1,1,0.762199119095475,1,0,0,0,0,-0.249714628968179,"Morena","Morena","Retiene"
"268","8.1",63896,30178,0,0,0,3807,2459,8822,2711,944,1991,0,118817,328503,114808,0,1,0.556546582119713,1,0,0,0,0,0,"Sólo VaXM",0.361692282871085,0,75178,22112,0,0,14696,0,7009,0,0,3784,0,144731,294799,122779,1,1,0,0.612303406934411,1,0,0,0,0,-0.0557568248146978,"Morena","Morena","Retiene"
"269","8.2",59680,42763,0,0,0,0,0,10691,3166,832,2434,0,124016,309994,119566,1,1,0.49913855109312,1,0,0,0,0,0,"Ambas",0.400059355987535,1,54026,38077,0,0,20282,0,7300,0,0,3301,0,142514,286909,122986,1,1,0,0.439285772364334,1,0,0,0,0,0.059852778728786,"Morena","Morena","Retiene"
"270","8.3",58908,26844,0,0,0,0,0,7624,2776,839,1955,0,102600,299748,98946,1,1,0.5953550421442,1,0,0,0,0,0,"Ambas",0.342287521518075,0,51024,18822,0,0,20789,0,4749,0,0,3334,0,126983,NA,98718,1,1,0,0.516866225004558,1,0,0,0,0,0.0784888171396414,"Morena","Morena","Retiene"
"271","8.4",64162,73600,0,0,0,0,0,10326,3221,1614,2394,0,159471,344702,155317,1,1,0.413103523761082,0,1,0,0,0,0,"Ambas",0.462634391445364,1,66453,46884,0,0,26363,0,8101,0,0,4572,0,180825,331502,152373,1,1,0,0.43612057254238,1,0,0,0,0,-0.0230170487812974,"Morena","VaXM","Pierde"
"272","8.5",38381,102623,0,0,0,0,0,18891,4214,1002,1260,0,171850,339372,166371,1,1,0.230695253379495,0,1,0,0,0,0,"Ambas",0.506376483622691,1,58544,66792,0,0,36089,0,4920,0,0,10581,0,184999,322473,176926,1,1,0,0.330895402597696,0,0,1,0,0,-0.100200149218201,"Alianza PAN","VaXM","Opositor"
"273","8.6",43010,0,124009,12308,1294,4217,2015,11788,2865,740,1504,0,208131,366545,203750,0,0,0.211092024539877,0,0,1,0,0,0,"Sin coals.",0.56781841247323,0,59800,103469,0,0,32374,0,8192,0,0,5455,0,216410,347451,209290,1,1,0,0.285727937311864,0,0,1,0,0,-0.0746359127719866,"Alianza PAN","PAN","Opositor"
"274","8.7",37850,83298,0,0,0,0,0,11547,2799,1482,1230,0,145038,296556,138206,1,1,0.273866547038479,0,1,0,0,0,0,"Ambas",0.489074576134019,1,58134,47443,0,0,32136,0,4026,0,0,4199,0,155503,289173,145938,1,1,0,0.398347243349916,1,0,0,0,0,-0.124480696311437,"Morena","VaXM","Pierde"
"275","8.8",56743,0,78315,10829,1694,0,0,11025,2974,1126,1611,0,168616,350155,164317,1,0,0.345326411752892,0,0,1,0,0,0,"Sólo JHH",0.481546743584984,0,60989,72378,0,0,29065,0,7281,0,0,5508,0,182568,331730,175221,1,1,0,0.348069009993094,0,0,1,0,0,-0.00274259824020218,"Alianza PAN","PAN","Opositor"
"276","8.9",31847,81813,0,0,0,0,0,23886,5671,1152,1729,0,154100,258950,146098,1,1,0.217983819080343,0,1,0,0,0,0,"Ambas",0.595095578296969,1,31405,53647,0,0,46148,0,8920,0,0,3822,0,155443,250459,143942,1,1,0,0.218178155090245,0,0,1,0,0,-0.000194336009901347,"Alianza PAN","VaXM","Opositor"
"277","9.1",73175,43846,0,0,0,4558,2927,4193,4085,1778,2911,0,143054,314910,137473,0,1,0.5322863398631,1,0,0,0,0,0,"Sólo VaXM",0.454269473817916,1,125878,50624,0,0,13976,0,8531,0,0,4089,0,210824,310869,203098,1,1,0,0.61978946124531,1,0,0,0,0,-0.0875031213822097,"Morena","Morena","Retiene"
"278","9.10",68399,110891,0,0,0,0,0,9080,1726,1049,2227,0,197201,323748,193372,1,1,0.353717187596963,0,1,0,0,0,0,"Ambas",0.609118820811248,1,97212,84747,0,0,24275,0,9466,0,0,3493,0,226419,319499,219193,1,1,0,0.443499564310904,1,0,0,0,0,-0.0897823767139407,"Morena","VaXM","Pierde"
"279","9.11",74398,71569,0,0,0,3602,3012,6563,2452,1157,3252,0,171460,306401,166005,0,1,0.448167223878799,1,0,0,0,0,0,"Sólo VaXM",0.559593473911639,0,105059,73570,0,0,19474,0,8118,0,0,3690,0,217159,306332,209911,1,1,0,0.50049306610897,1,0,0,0,0,-0.0523258422301712,"Morena","Morena","Retiene"
"280","9.12",52173,83262,0,0,0,3117,2289,5400,2339,1178,3166,0,157995,302186,152924,0,1,0.341169469801993,0,1,0,0,0,0,"Sólo VaXM",0.522840237469638,0,100687,53457,0,0,25073,0,9641,0,0,4091,0,200590,298033,192949,1,1,0,0.521832193999451,1,0,0,0,0,-0.180662724197457,"Morena","VaXM","Pierde"
"281","9.13",86918,79525,0,0,0,0,0,6070,3584,1798,4840,0,188085,359482,182735,1,1,0.475650532191425,1,0,0,0,0,0,"Ambas",0.523211176081139,1,135765,74275,0,0,21736,0,10341,0,0,4985,0,255873,357004,247102,1,1,0,0.549428980744794,1,0,0,0,0,-0.0737784485533689,"Morena","Morena","Retiene"
"282","9.14",56656,59160,0,0,0,3783,2822,11341,2030,1125,5984,0,148276,278674,142901,0,1,0.396470283622928,0,1,0,0,0,0,"Sólo VaXM",0.532076907067039,1,101941,54394,0,0,16141,0,8295,0,0,2690,0,190217,269751,183461,1,1,0,0.555654880328789,1,0,0,0,0,-0.159184596705861,"Morena","VaXM","Pierde"
"283","9.15",51520,172717,0,0,0,0,0,6565,1492,835,1957,0,239168,374479,235086,1,1,0.219153841572871,0,1,0,0,0,0,"Ambas",0.638668656987441,1,99717,113885,0,0,33518,0,11674,0,0,5271,0,272449,367723,264065,1,1,0,0.377622933747373,0,0,1,0,0,-0.158469092174502,"Alianza PAN","VaXM","Opositor"
"284","9.16",68605,88722,0,0,0,0,0,5915,2649,1052,4259,0,176303,331119,171202,1,1,0.400725458814733,0,1,0,0,0,0,"Ambas",0.532446039037325,1,114119,75062,0,0,20183,0,10283,0,0,3655,0,231894,326967,223302,1,1,0,0.511052296889414,1,0,0,0,0,-0.110326838074681,"Morena","VaXM","Pierde"
"285","9.17",65305,110004,0,0,0,0,0,5299,3964,1751,3931,0,195301,334994,190254,1,1,0.343251653053287,0,1,0,0,0,0,"Ambas",0.582998501465698,0,96100,72592,0,0,38106,0,8818,0,0,3327,0,226722,320805,218943,1,1,0,0.438927026669042,1,0,0,0,0,-0.0956753736157551,"Morena","VaXM","Pierde"
"286","9.18",66453,70640,0,0,0,7974,3295,6328,2721,1125,2541,0,167060,325066,161077,0,1,0.412554244243436,0,1,0,0,0,0,"Sólo VaXM",0.513926402638233,1,119001,71777,0,0,19088,0,10540,0,0,3763,0,232969,321491,224169,1,1,0,0.530853953936539,1,0,0,0,0,-0.118299709693103,"Morena","VaXM","Pierde"
"287","9.19",71656,48457,0,0,0,5333,3238,4652,2944,1058,2371,0,145055,305131,139709,0,1,0.512894659613912,1,0,0,0,0,0,"Sólo VaXM",0.475385981758654,1,122168,57196,0,0,15312,0,8462,0,0,3411,0,214262,299307,206549,1,1,0,0.591472241453602,1,0,0,0,0,-0.07857758183969,"Morena","Morena","Retiene"
"288","9.2",81028,99629,0,0,0,0,0,6085,2998,1555,3366,0,200108,369677,194661,1,1,0.416251842947483,0,1,0,0,0,0,"Ambas",0.541304977047531,0,128376,74266,0,0,26487,0,12119,0,0,7549,0,257722,NA,248797,1,1,0,0.515986929102843,1,0,0,0,0,-0.0997350861553598,"Morena","VaXM","Pierde"
"289","9.20",75296,41856,0,0,0,0,0,4418,2227,1105,2133,0,131115,290479,127035,1,1,0.592718542134058,1,0,0,0,0,0,"Ambas",0.451375142437147,1,112562,53697,0,0,14368,0,7310,0,0,3335,0,198875,286303,191272,1,1,0,0.588491781337572,1,0,0,0,0,0.00422676079648587,"Morena","Morena","Retiene"
"290","9.21",66578,47440,0,0,0,6872,5212,5840,4493,2041,4845,0,149910,330380,143321,0,1,0.464537646262585,1,0,0,0,0,0,"Sólo VaXM",0.45375022701132,1,123098,37790,0,0,20261,0,11320,0,0,4660,0,206997,314624,197129,1,1,0,0.624454037711346,1,0,0,0,0,-0.159916391448761,"Morena","Morena","Retiene"
"291","9.22",66910,23987,0,0,0,4054,3002,3206,2759,809,1818,0,111458,289994,106545,0,1,0.627997559716552,1,0,0,0,0,0,"Sólo VaXM",0.384345883018269,1,108814,54497,0,0,8791,0,6337,0,0,2883,0,188559,282855,181322,1,1,0,0.600114713051919,1,0,0,0,0,0.027882846664633,"Morena","Morena","Retiene"
"292","9.23",82828,101913,0,0,0,0,0,8331,2352,1201,3441,0,205720,361934,200066,1,1,0.414003378884968,0,1,0,0,0,0,"Ambas",0.56839092210182,1,128747,88704,0,0,22002,0,10307,0,0,4071,0,263058,358453,253831,1,1,0,0.50721543073935,1,0,0,0,0,-0.0932120518543822,"Morena","VaXM","Pierde"
"293","9.24",61922,104540,0,0,0,6043,3892,6100,2296,1213,3332,0,194566,338227,189338,0,1,0.327044755939114,0,1,0,0,0,0,"Sólo VaXM",0.575252714892661,1,111723,80605,0,0,25327,0,12234,0,0,5410,0,244362,336250,235299,1,1,0,0.474812897632374,1,0,0,0,0,-0.14776814169326,"Morena","VaXM","Pierde"
"294","9.3",89336,89070,0,0,0,0,0,4948,4049,1827,11213,0,206042,381923,200443,1,1,0.445692790469111,1,0,0,0,0,0,"Ambas",0.539485707852106,0,142060,80643,0,0,24059,0,11614,0,0,5198,0,273234,NA,263574,1,1,0,0.538975771510088,1,0,0,0,0,-0.0932829810409773,"Morena","Morena","Retiene"
"295","9.4",71022,40428,0,0,0,0,0,4553,3437,1175,2699,0,127440,288317,123314,1,1,0.575944337220429,1,0,0,0,0,0,"Ambas",0.442013478220154,1,113378,49625,0,0,12299,0,8520,0,0,2930,0,194304,280449,186752,1,1,0,0.607104609321453,1,0,0,0,0,-0.0311602721010239,"Morena","Morena","Retiene"
"296","9.5",54879,69181,0,0,0,0,0,11299,1663,1005,6696,0,149018,280902,144723,1,1,0.379200265334467,0,1,0,0,0,0,"Ambas",0.530498180860229,1,96243,54999,0,0,18118,0,9963,0,0,3190,0,189851,269909,182513,1,1,0,0.527321341493483,1,0,0,0,0,-0.148121076159016,"Morena","VaXM","Pierde"
"297","9.6",53164,100314,0,0,0,4608,6103,5770,3739,1345,5104,0,186340,326701,180147,0,1,0.295114545343525,0,1,0,0,0,0,"Sólo VaXM",0.570368624522117,1,101571,69329,0,0,32281,0,10424,0,0,3982,0,225901,315711,217587,1,1,0,0.466806380895917,1,0,0,0,0,-0.171691835552392,"Morena","VaXM","Pierde"
"298","9.7",81197,77963,0,0,0,4716,3519,5881,3113,1779,4026,0,188357,368661,182194,0,1,0.445662315992843,1,0,0,0,0,0,"Sólo VaXM",0.51092195811328,1,134693,80129,0,0,22330,0,10395,0,0,4211,0,260510,367201,251758,1,1,0,0.535009811008985,1,0,0,0,0,-0.089347495016142,"Morena","Morena","Retiene"
"299","9.8",65411,61319,0,0,0,0,0,4637,3703,1989,2573,0,144720,282791,139632,1,1,0.46845279019136,1,0,0,0,0,0,"Ambas",0.511756031839769,1,96726,47175,0,0,21992,0,9118,0,0,3887,0,186403,NA,178898,1,1,0,0.540676810249416,1,0,0,0,0,-0.0722240200580557,"Morena","Morena","Retiene"
"300","9.9",59829,46485,0,0,0,7988,4485,4162,4449,1477,3156,0,137791,306258,132031,0,1,0.453143579916838,1,0,0,0,0,0,"Sólo VaXM",0.449918042957245,0,113547,37611,0,0,16751,0,14618,0,0,5740,0,196127,294302,188267,1,1,0,0.603116850005577,1,0,0,0,0,-0.149973270088739,"Morena","Morena","Retiene"
